Price_ETB,Land_Sqft,House_Sqft,Kebele,Village,Sub_City,No_bed_room,Type_House,Parking,Longitude,Latitude,Dst_to_school,Dst_Health_Center
850000,250,52,nech sar,addisu gebeya,nech sar,2,3,1,339129.52,665128.36,0.5,0.5
800000,207.06,43,weha minch,hayland chaf,nech sar,2,2,0,339962.42,665618.29,0.5,0.25
1200000,200,57,chamo,mender4,secha,2,3,1,369056.22,605037.42,0.3,0.5
1100000,150,38,chamo,mender4,secha,1,3,1,361037.22,601170.42,0.3,0.5
1400000,200,41,chamo,mender3,secha,1,3,0,361038.22,601171.42,0.5,0.2
1600000,200,56,gurba,sheleko,sikela,2,1,0,349064.68,625036.35,0.2,1
1800000,200,50,gurba,sheleko,sikela,2,1,0,349132.77,621008.33,0.2,1
1500000,250,48,doysa,timkete bahir,secha,2,2,1,369175.22,605148.42,0.2,0.3
500000,100,41,berea edget ber,kaba,nech sar,1,3,1,329211.73,614024.42,0.7,0.8
1200000,250,46,doysa,omo adarash,secha,2,3,1,369075.22,605056.42,0.5,0.2
1200000,250,46,doysa,omo adarash,secha,2,3,1,369165.22,605136.42,0.5,0.2
1100000,250,46,doysa,omo adarash,secha,1,3,1,369004.22,605157.42,0.5,0.2
2500000,300,67,berea edget ber,hospital,nech sar,2,2,0,329253.73,6140477.42,0.1,0.2
1100000,200,50,chamo,mender2,secha,2,2,0,369086.22,605066.42,0.4,0.3
1000000,160,32,chamo,mender2,secha,1,2,0,369178.22,605146.42,0.4,0.3
2000000,200,48,doysa,gotera,secha,2,2,1,361023.22,601173.42,0.2,0.1
1000000,250,57,dilfana,dilfana,sikela,2,3,0,349029.79,621025.43,0.3,0.3
2400000,200,50,berea edget ber,hospital,nech sar,2,1,1,329260.73,6140479.42,0.1,0.2
1500000,320,60,weha minch,wehan fisash,nech sar,3,2,1,339134.81,665137.37,0.5,0.2
750000,250,38,gurba,mikahel,sikela,1,3,1,349133.77,621006.33,0.4,1.2
1000000,260,48,gurba,mikahel,sikela,1,2,0,349001.81,625099.33,1,0.2
1500000,356.65,51,weha minch,weha minch,nech sar,2,2,1,339950.52,665048.29,1,0.2
800000,130,39,berea edget ber,kaba,nech sar,2,2,1,329235.73,614049.42,0.7,0.8
1200000,200,35,dilfana,gebeya,sikela,1,3,0,349904.32,625668.24,1,1
950000,169.49,44,weha minch,total,nech sar,2,2,0,339953.82,665051.23,1,0.25
1600000,200,49,berea edget ber,konso,nech sar,2,1,0,329010.73,615086.42,0.9,0.5
2700000,391.5,75,weha minch,hawaryat,nech sar,3,1,1,339997.52,665096.29,0.1,0.25
1300000,250,45,doysa,asham,secha,2,2,1,369017.22,605169.42,0.4,0.2
1500000,200,49,gurba,mikahel,sikela,2,1,0,349131.77,621009.33,0.4,1.2
1000000,200.97,52,weha minch,hayland chaf,nech sar,2,2,0,339641.42,665041.29,0.5,0.25
2000000,250,56,gurba,sheleko,sikela,2,1,0,349104.79,625074.32,0.2,1
2300000,300,38,berea edget ber,hospital,nech sar,1,2,0,329068.73,615043.42,0.1,0.2
1400000,250,57,berea edget ber,hospital,nech sar,2,3,0,329264.73,6140483.42,0.1,0.2
900000,219,71,weha minch,yetnbersh,nech sar,2,3,0,339981.82,665680.37,0.25,1.5
1000000,250,52,chamo,mender1,secha,1,3,1,369149.22,605120.42,0.3,0.2
1100000,200,38,chamo,mender1,secha,1,3,1,369079.22,605060.42,0.3,0.2
2100000,300,35,berea edget ber,kaba,nech sar,2,1,1,329011.73,615087.42,0.7,0.8
1400000,400,50,limat,nok ,sikela,2,3,1,349018.79,621013.43,1,0.2
2000000,330.41,40,weha minch,hayland chaf,nech sar,2,2,1,339946.32,665044.39,0.5,0.25
1600000,250,43,gurba,mikahel,sikela,2,3,0,349151.8,621021.31,0.4,1.2
700000,193.87,47,weha minch,hayland chaf,nech sar,2,2,0,339970.82,665604.29,0.5,0.25
1200000,275.13,52,weha minch,yetnbersh,nech sar,2,2,1,339940.82,665658.23,2,1
600000,300,53,weha minch,awra godana,nech sar,2,3,0,339148.71,664558.31,0.25,0.4
3000000,300,58,menharya,firdebet,sikela,2,1,1,349887.52,625086.36,1,0.2
1500000,240,35,gurba,college,sikela,1,3,1,349949.52,625048.39,0.3,1.5
1200000,477.6,35,weha minch,weha minch,nech sar,2,3,1,339990.42,665618.29,1,0.25
1000000,206,29,weha minch,yetnbersh,nech sar,2,2,0,339979.42,665578.35,0.25,1.5
1200000,250,48,doysa,timkete bahir,secha,2,2,1,369108.22,605088.42,0.2,0.3
1200000,250,48,doysa,timkete bahir,secha,2,2,1,369027.22,605008.42,0.2,0.3
1600000,240,59,doysa,omo adarash,secha,2,2,1,361033.22,601172.42,0.5,0.2
1300000,120,42,berea edget ber,hospital,nech sar,2,1,1,329232.73,614046.42,0.1,0.2
1800000,200,52,berea edget ber,konso,nech sar,2,1,1,329261.73,6140482.42,0.9,0.5
700000,200,40,doysa,gotera,nech sar,2,3,0,339149.71,664538.31,0.5,0.25
600000,190,32,dilfana,hibret,sikela,1,3,0,349984.32,625683.22,0.5,0.5
630000,210,41,dilfana,hibret,sikela,2,3,0,349900.52,625040.27,0.5,0.5
800000,250,54,dilfana,hibret,sikela,2,3,1,349072.82,625071.21,0.5,0.5
900000,236.25,60,weha minch,hyland,nech sar,2,2,1,339801.52,665638.36,0.5,0.2
2900000,300,71,weha minch,weha minch,nech sar,2,1,1,339154.75,664557.31,1,0.2
1200000,250,52,chamo,mender1,secha,2,3,1,369169.22,605140.42,0.3,0.2
1500000,300,50,kulfo,mesgid,sikela,2,3,0,349284.52,624683.33,1.5,0.5
1000000,200,48,kulfo,stadium,sikela,2,3,0,349295.52,624694.33,0.2,1.5
2500000,300,45,doysa,asham,secha,2,2,1,369177.22,605149.42,0.4,0.2
1700000,250,65,doysa,giya,secha,2,2,1,369082.22,605062.42,0.5,0.4
1550000,210,56,doysa,giya,secha,1,2,0,369171.22,605142.42,0.5,0.4
1700000,160,32,chamo,mender2,secha,2,1,0,361040.22,601174.42,0.4,0.3
1000000,200,50,nech sar,mesgid1,nech sar,2,3,1,339137.81,665134.37,1.2,0.1
1700000,200,41,doysa,kore,secha,2,1,1,369071.22,605052.42,0.7,0.5
1000000,200,41,chamo,mender3,secha,1,3,1,369147.22,605118.42,0.5,0.2
1700000,200,41,doysa,kore,secha,2,1,1,369161.22,605132.42,0.7,0.5
1200000,250,47,berea edget ber,konso,nech sar,2,3,1,329026.73,615001.42,0.9,0.5
1000000,200,32,berea edget ber,konso,nech sar,1,3,1,329044.73,615019.42,0.9,0.5
950000,179,28,berea edget ber,konso,nech sar,1,3,1,329067.73,615042.42,0.9,0.5
2100000,195,42,menharya,firdebet,sikela,1,2,1,349239.82,625038.29,0.3,1.5
1500000,250,48,doysa,timkete bahir,secha,2,2,1,369088.22,605068.42,0.2,0.3
1600000,150,41,weha minch,tele,nech sar,2,2,1,339171.75,664545.29,0.1,0.2
750000,150,30,berea edget ber,konso,nech sar,2,1,0,329236.73,6140450.42,0.9,0.5
1800000,220.7,36,menharya,firdbet,sikela,1,2,0,349595.22,625013.29,1,0.2
1900000,225,29,menharya,firdebet ,sikela,1,2,1,349913.32,625614.39,1,0.2
2000000,250,48,menharya,firdebet,sikela,2,2,1,349993.82,625692.31,1,0.2
550000,150,34,limat,mender1,abaya,1,3,0,359029.52,634010.33,0.3,0.4
750000,150,34,limat,green area,abaya,1,3,0,359058.52,634031.33,0.3,0.4
2000000,250,70,berea edget ber,hospital,nech sar,2,2,1,329266.73,6140489.42,0.1,0.2
450000,160,45,gurba,mikahel,sikela,1,3,0,349020.82,625001.31,0.4,1.2
500000,200,40,gurba,mikahel,sikela,2,3,0,349096.79,625062.32,0.4,1.2
600000,195.36,40,doysa,gotera,secha,1,3,0,339990.82,665608.29,1,0.5
1000000,250,45,chamo,mender2,secha,1,3,1,369078.22,605059.42,0.4,0.3
1100000,200,45,chamo,mender2,secha,2,3,1,369168.22,605139.42,0.4,0.3
1200000,200,35,dilfana,gebeya,sikela,1,3,0,349977.32,625023.3,1,1
4500000,350,78,gurba,college,sikela,2,1,1,349127.77,625092.33,0.1,0.7
1500000,640,52,dilfana,hibret,sikela,1,3,1,349980.82,625079.28,1,0.4
1400000,370,87,weha minch,wehan fisash,nech sar,3,2,1,339125.32,665124.32,0.5,0.2
2500000,250,62,berea edget ber,hospital,nech sar,2,1,1,329029.73,615004.42,0.1,0.2
2300000,200,62,berea edget ber,hospital,nech sar,2,1,1,329047.73,615022.42,0.1,0.2
2100000,200,32,berea edget ber,hospital,nech sar,2,1,1,329070.73,615045.42,0.1,0.2
650000,250,42,gurba,sheleko,sikela,1,3,0,349061.68,625030.35,0.2,1
700000,250,42,gurba,sheleko,sikela,2,3,0,349107.79,625071.32,0.2,1
700000,250,36,gurba,mikahel,sikela,1,3,1,349106.79,625072.32,0.4,1.2
1200000,300,63,nech sar,addisu gebeya,nech sar,2,3,1,339144.71,664540.31,0.5,0.5
700000,200,52,berea edget ber,kaba,nech sar,2,3,0,329112.73,614006.42,0.7,0.8
2300000,300,43,berea edget ber,kaba,nech sar,3,1,1,329219.73,614032.42,0.7,0.8
2400000,230,52,berea edget ber,hospital,nech sar,2,1,1,329262.73,6140488.42,0.1,0.2
800000,200,24,gurba,mikahel,sikela,1,3,1,349062.68,625039.35,0.4,1.2
2150000,200,56,menharya,firdebet ,sikela,1,2,1,349995.22,625033.34,1,0.2
1200000,250,42,dilfana,qey meskel,sikela,2,3,0,349897.32,625407.32,0.3,0.3
1000000,200,32,dilfana,qey meskel,sikela,1,3,0,349992.82,625602.29,0.3,0.3
1100000,244.34,50,weha minch,hayland,nech sar,2,2,1,339995.22,665633.29,0.5,0.2
850000,200,41,chamo,mender3,secha,2,3,1,369006.22,605155.42,0.5,0.2
2300000,291.155,63,weha minch,wehana fisash,nech sar,2,2,1,339977.32,665058.3,0.5,0.2
950000,301,72,nech sar,addisu gebeya,nech sar,2,3,1,339132.51,665131.37,0.5,0.5
800000,100,38,berea edget ber,kaba,nech sar,2,1,1,329217.73,614030.42,0.7,0.8
750000,206.5,44,weha minch,hayland chaf,nech sar,1,3,1,339587.22,665086.29,0.5,0.25
1900000,508.9,70,weha minch,hayland chaf,nech sar,2,1,1,339900.52,665608.29,0.5,0.25
1600000,267.96,48,weha minch,senodos,nech sar,2,2,1,339966.82,665065.37,1,0.25
2200000,250,50,doysa,gotera,secha,2,2,1,361030.22,601180.42,0.2,0.1
1000000,104,38,menharya,firdebet,sikela,2,1,0,349977.22,625076.19,1,0.2
500000,150,33,limat,mender4,abaya,1,3,0,359038.52,634019.33,0.7,0.6
600000,150,33,limat,green area,abaya,1,3,0,359059.52,634036.33,0.7,0.6
700000,250,42,gurba,sheleko,sikela,1,3,1,349134.77,621005.33,0.2,1
550000,135,54,weha minch,senodos,nech sar,1,3,0,339897.32,665407.32,1,0.25
950000,255.45,49,weha minch,FM,nech sar,2,2,1,339905.22,665533.34,1,0.5
1500000,401.2,109,weha minch,hawaryat,nech sar,2,1,1,339993.32,665092.39,0.1,0.25
2000000,200,40,doysa,giya,secha,2,1,1,369160.22,605131.42,0.5,0.4
1000000,246,35,menharya,firdebet ,sikela,2,3,0,349921.32,625622.24,1,0.2
6250000,220,35,menharya,menharya,sikela,2,1,1,349492.52,625045.29,1,0.2
6400000,250,59,menharya,menharya,sikela,2,1,1,349912.82,625613.29,1,0.2
6200000,250,59,menharya,menharya,sikela,2,1,0,349053.82,625052.21,1,0.2
2300000,250,47,doysa,giya,secha,2,1,1,369020.22,605167.42,0.5,0.4
1400000,200,47,kulfo,mesgid,sikela,1,3,1,349934.82,625635.37,1,0.2
1200000,250,52,dilfana,gebeya,sikela,2,3,0,349035.79,621036.43,0.3,0.3
900000,253.38,60,weha minch,hayland chaf,nech sar,2,2,1,339994.32,665608.29,0.5,0.25
1200000,100,36,berea edget ber,hospital,nech sar,2,1,1,329212.73,614025.42,0.1,0.2
1100000,546.65,54,weha minch,hayland chaf,nech sar,2,2,1,339990.82,665605.29,0.5,0.25
1600000,250,62,doysa,omo adarash,secha,2,3,1,361039.22,601170.42,0.5,0.2
1100000,200,47,berea edget ber,konso,nech sar,2,3,1,329004.73,615079.42,0.9,0.5
1200000,281,55,dilfana,qey meskel,sikela,1,3,0,349932.42,625533.35,0.3,0.3
1300000,300,70,dilfana,qey meskel,sikela,2,3,1,349973.32,625072.22,0.3,0.3
1300000,200,35,dilfana,gebeya,sikela,2,3,0,349974.82,625073.23,1.5,0.5
1100000,346.72,59,weha minch,wehana fisash,nech sar,2,1,1,339979.82,665614.28,0.5,0.2
1000000,199.6,68,weha minch,awra godana,nech sar,2,3,0,339102.52,665101.25,0.25,0.4
1200000,250,43,gurba,college,sikela,2,3,1,349022.52,624003.33,0.1,0.7
1500000,300,50,gurba,college,sikela,2,3,1,349098.79,625069.32,0.1,0.7
1200000,200,40,berea edget ber,hospital,nech sar,2,3,1,329115.73,614009.42,0.1,0.2
1100000,200,35,berea edget ber,hospital,nech sar,2,3,0,329008.73,615084.42,0.1,0.2
2200000,200,40,berea edget ber,hospital,nech sar,2,1,1,329113.73,614007.42,0.1,0.2
2000000,250,48,berea edget ber,kaba,nech sar,2,1,1,329034.73,615009.42,0.7,0.8
2300000,300,65,berea edget ber,kaba,nech sar,2,1,1,329052.73,615027.42,0.7,0.8
2100000,280,54,berea edget ber,kaba,nech sar,2,1,0,329075.73,615050.42,0.7,0.8
1400000,150,32,berea edget ber,kaba,nech sar,2,1,1,329093.73,615068.42,0.7,0.8
2200000,300,50,berea edget ber,kaba,nech sar,2,1,0,329118.73,614012.42,0.7,0.8
800000,200.5,48,weha minch,total,nech sar,2,3,0,339972.52,665671.27,2,0.25
1500000,160,32,chamo,mender 2,secha,1,1,0,369155.22,605126.42,0.4,0.3
2800000,250,60,doysa,wetat mekel,secha,2,1,1,361021.22,601171.42,0.5,0.1
3000000,296.36,75,weha minch,weha minch,nech sar,3,1,1,339995.22,665613.29,1,0.2
900000,135,48,weha minch,hayland chaf,nech sar,3,2,0,339044.32,665042.29,0.5,0.25
1200000,250,49,weha minch,hayland,nech sar,2,2,1,339160.75,664538.29,0.5,0.25
1500000,150,40,doysa,asham,secha,2,1,0,361038.22,601178.42,0.4,0.2
2300000,250,53,doysa,giya,secha,2,1,1,369000.22,605150.42,0.5,0.4
2500000,240,50,doysa,tv,secha,2,1,1,369069.22,605050.42,0.6,0.3
1700000,696,50,chamo,mender 4,secha,2,2,1,361031.22,601173.42,0.3,0.5
800000,329.17,70,weha minch,awra godana,nech sar,2,2,1,339997.32,665607.39,0.25,0.4
1100000,212.095,62,weha minch,FM,nech sar,2,1,1,339913.32,665613.39,1,0.5
1300000,200,42,chamo,mender2,secha,1,2,0,369014.22,605163.42,0.4,0.3
2000000,250,38,berea edget ber,hospital,nech sar,1,2,1,329027.73,615002.42,0.1,0.2
2500000,300,38,berea edget ber,hospital,nech sar,1,2,1,329045.73,615020.42,0.1,0.2
1200000,250,49,nech sar,addisu gebeya,nech sar,2,3,1,339145.71,664550.31,0.5,0.5
1000000,250,45,gurba,sheleko,sikela,2,2,1,349115.78,625087.33,0.2,1
1200000,200,40,dilfana,gebeya,sikela,2,3,0,349017.79,621018.43,0.3,0.3
1100000,349.5,67,weha minch,tele,nech sar,2,2,1,339984.32,665683.22,0.2,0.1
1000000,150,44,berea edget ber,kaba,nech sar,2,1,1,329237.73,6140459.42,0.7,0.8
1250000,385,45,limat,nok ,sikela,1,3,1,349995.22,625633.29,1,1
1300000,385,45,limat,nok ,sikela,2,3,1,349914.32,625068.24,1,1
1600000,400,55,limat,nok ,sikela,2,3,1,349868.52,625067.36,1,1
800000,356.29,63,weha minch,hawaryat,nech sar,2,3,0,339215.52,664655.33,0.1,0.25
950000,240,59,doysa,omo adarash,secha,2,3,1,369084.22,605064.42,0.5,0.2
850000,200,38,doysa,omo adarash,secha,1,3,1,369173.22,605144.42,0.5,0.2
1100000,200,50,berea edget ber,konso,nech sar,1,3,1,329110.73,614004.42,0.9,0.5
2000000,360,53,doysa,tele,secha,2,2,1,361044.22,601180.42,0.5,0.2
1100000,262.15,44,weha minch,yetnbersh,nech sar,2,3,1,339959.82,665057.28,0.25,2
1500000,250,46,doysa,omo adarash,secha,2,3,1,369145.22,605116.42,0.5,0.2
750000,210,34,gurba,sheleko,sikela,1,3,1,349117.78,625086.33,0.2,1
320000,150,40,limat,mender6,abaya,1,3,0,359060.24,634013.33,0.7,0.6
450000,150,40,limat,giyorgis,abaya,1,3,0,359060.24,634046.33,0.7,0.6
1400000,300,60,dilfana,qey meskel,sikela,1,3,0,349909.82,625014.28,0.3,0.3
950000,366.27,41.24,weha minch,awra godana,nech sar,2,3,1,339108.82,665107.28,0.25,0.4
900000,250,51,kulfo,stadium,sikela,1,3,1,349981.32,625080.3,1,0.4
2000000,250,70,gurba,mikahel,sikela,2,1,1,349025.52,625006.36,0.4,1.2
900000,360,53,doysa,tele,secha,2,2,1,369087.22,605067.42,0.6,0.4
950000,250,45,gurba,sheleko,sikela,1,2,1,349034.82,625018.35,0.2,1
1500000,250,45,gurba,mikahel,sikela,1,2,0,349043.72,625012.37,0.4,1.2
1600000,300,55,dilfana,qey meskel,sikela,1,3,0,349940.82,625658.23,0.3,0.3
620000,210,47,gurba,sheleko,sikela,1,3,1,349021.32,625002.32,0.2,1
550000,200,34,gurba,sheleko,sikela,1,3,1,349097.79,625063.32,0.2,1
950000,250,35,gurba,sheleko,sikela,1,2,1,349057.7,625026.36,0.2,1
3000000,240,50,doysa,tv,secha,2,1,1,369049.22,605030.42,0.6,0.3
3000000,240,50,doysa,tv,secha,2,1,1,369139.22,605110.42,0.6,0.3
2500000,250,52,gurba,college,sikela,2,1,1,349033.82,625012.35,0.1,0.7
2400000,250,52,gurba,college,sikela,2,1,1,349066.68,625035.35,0.1,0.7
2300000,250,42,gurba,college,sikela,2,1,1,349102.79,625076.32,0.1,0.7
2100000,200,43,gurba,college,sikela,2,1,1,349140.82,621010.34,0.1,0.7
2000000,200,48,doysa,gotera,secha,2,2,1,369054.22,605035.42,0.2,0.1
2000000,200,48,doysa,gotera,secha,2,2,1,369144.22,605115.42,0.2,0.1
2400000,300,38,berea edget ber,hospital,nech sar,1,2,0,329004.73,615080.42,0.1,0.2
1000000,250,52,chamo,mender1,secha,1,3,1,369059.22,605040.42,0.3,0.2
800000,193.47,45,weha minch,senodos,nech sar,2,3,0,339967.82,665666.23,1,0.25
2000000,220,50,doysa,kore,secha,2,1,1,369051.22,605032.42,0.7,0.5
1500000,250,46,doysa,omo adarash,secha,2,3,1,369055.22,605036.42,0.5,0.2
1000000,200,41,chamo,mender3,secha,1,3,1,369057.22,605038.42,0.5,0.2
1800000,250,60,gurba,mikahel,sikela,2,1,1,349109.79,625067.32,0.4,1.2
1900000,250,58,gurba,mikahel,sikela,2,1,1,349136.77,621003.33,0.4,1.2
2100000,300,58,berea edget ber,konso,nech sar,2,2,1,329007.73,615083.42,0.9,0.5
950000,393.06,56,weha minch,awra godana,nech sar,2,3,1,339105.52,665106.27,0.25,0.4
850000,250,52,nech sar,addisu gebeya,nech sar,2,3,1,339129.52,665128.36,0.5,0.5
800000,207.06,43,weha minch,hayland chaf,nech sar,2,2,0,339962.42,665618.29,0.5,0.25
1200000,200,57,chamo,mender4,secha,2,3,1,369056.22,605037.42,0.3,0.5
1100000,150,38,chamo,mender4,secha,1,3,1,361037.22,601170.42,0.3,0.5
1400000,200,41,chamo,mender3,secha,1,3,0,361038.22,601171.42,0.5,0.2
1600000,200,56,gurba,sheleko,sikela,2,1,0,349064.68,625036.35,0.2,1
1800000,200,50,gurba,sheleko,sikela,2,1,0,349132.77,621008.33,0.2,1
1500000,250,48,doysa,timkete bahir,secha,2,2,1,369175.22,605148.42,0.2,0.3
500000,100,41,berea edget ber,kaba,nech sar,1,3,1,329211.73,614024.42,0.7,0.8
1200000,250,46,doysa,omo adarash,secha,2,3,1,369075.22,605056.42,0.5,0.2
1200000,250,46,doysa,omo adarash,secha,2,3,1,369165.22,605136.42,0.5,0.2
1100000,250,46,doysa,omo adarash,secha,1,3,1,369004.22,605157.42,0.5,0.2
2500000,300,67,berea edget ber,hospital,nech sar,2,2,0,329253.73,6140477.42,0.1,0.2
1100000,200,50,chamo,mender2,secha,2,2,0,369086.22,605066.42,0.4,0.3
1000000,160,32,chamo,mender2,secha,1,2,0,369178.22,605146.42,0.4,0.3
2000000,200,48,doysa,gotera,secha,2,2,1,361023.22,601173.42,0.2,0.1
1000000,250,57,dilfana,dilfana,sikela,2,3,0,349029.79,621025.43,0.3,0.3
2400000,200,50,berea edget ber,hospital,nech sar,2,1,1,329260.73,6140479.42,0.1,0.2
1500000,320,60,weha minch,wehan fisash,nech sar,3,2,1,339134.81,665137.37,0.5,0.2
750000,250,38,gurba,mikahel,sikela,1,3,1,349133.77,621006.33,0.4,1.2
1000000,260,48,gurba,mikahel,sikela,1,2,0,349001.81,625099.33,1,0.2
1500000,356.65,51,weha minch,weha minch,nech sar,2,2,1,339950.52,665048.29,1,0.2
800000,130,39,berea edget ber,kaba,nech sar,2,2,1,329235.73,614049.42,0.7,0.8
1200000,200,35,dilfana,gebeya,sikela,1,3,0,349904.32,625668.24,1,1
950000,169.49,44,weha minch,total,nech sar,2,2,0,339953.82,665051.23,1,0.25
1600000,200,49,berea edget ber,konso,nech sar,2,1,0,329010.73,615086.42,0.9,0.5
2700000,391.5,75,weha minch,hawaryat,nech sar,3,1,1,339997.52,665096.29,0.1,0.25
1300000,250,45,doysa,asham,secha,2,2,1,369017.22,605169.42,0.4,0.2
1500000,200,49,gurba,mikahel,sikela,2,1,0,349131.77,621009.33,0.4,1.2
1000000,200.97,52,weha minch,hayland chaf,nech sar,2,2,0,339641.42,665041.29,0.5,0.25
2000000,250,56,gurba,sheleko,sikela,2,1,0,349104.79,625074.32,0.2,1
2300000,300,38,berea edget ber,hospital,nech sar,1,2,0,329068.73,615043.42,0.1,0.2
1400000,250,57,berea edget ber,hospital,nech sar,2,3,0,329264.73,6140483.42,0.1,0.2
900000,219,71,weha minch,yetnbersh,nech sar,2,3,0,339981.82,665680.37,0.25,1.5
1000000,250,52,chamo,mender1,secha,1,3,1,369149.22,605120.42,0.3,0.2
1100000,200,38,chamo,mender1,secha,1,3,1,369079.22,605060.42,0.3,0.2
2100000,300,35,berea edget ber,kaba,nech sar,2,1,1,329011.73,615087.42,0.7,0.8
1400000,400,50,limat,nok ,sikela,2,3,1,349018.79,621013.43,1,0.2
2000000,330.41,40,weha minch,hayland chaf,nech sar,2,2,1,339946.32,665044.39,0.5,0.25
1600000,250,43,gurba,mikahel,sikela,2,3,0,349151.8,621021.31,0.4,1.2
700000,193.87,47,weha minch,hayland chaf,nech sar,2,2,0,339970.82,665604.29,0.5,0.25
1200000,275.13,52,weha minch,yetnbersh,nech sar,2,2,1,339940.82,665658.23,2,1
600000,300,53,weha minch,awra godana,nech sar,2,3,0,339148.71,664558.31,0.25,0.4
3000000,300,58,menharya,firdebet,sikela,2,1,1,349887.52,625086.36,1,0.2
1500000,240,35,gurba,college,sikela,1,3,1,349949.52,625048.39,0.3,1.5
1200000,477.6,35,weha minch,weha minch,nech sar,2,3,1,339990.42,665618.29,1,0.25
1000000,206,29,weha minch,yetnbersh,nech sar,2,2,0,339979.42,665578.35,0.25,1.5
1200000,250,48,doysa,timkete bahir,secha,2,2,1,369108.22,605088.42,0.2,0.3
1200000,250,48,doysa,timkete bahir,secha,2,2,1,369027.22,605008.42,0.2,0.3
1600000,240,59,doysa,omo adarash,secha,2,2,1,361033.22,601172.42,0.5,0.2
1300000,120,42,berea edget ber,hospital,nech sar,2,1,1,329232.73,614046.42,0.1,0.2
1800000,200,52,berea edget ber,konso,nech sar,2,1,1,329261.73,6140482.42,0.9,0.5
700000,200,40,doysa,gotera,nech sar,2,3,0,339149.71,664538.31,0.5,0.25
600000,190,32,dilfana,hibret,sikela,1,3,0,349984.32,625683.22,0.5,0.5
630000,210,41,dilfana,hibret,sikela,2,3,0,349900.52,625040.27,0.5,0.5
800000,250,54,dilfana,hibret,sikela,2,3,1,349072.82,625071.21,0.5,0.5
900000,236.25,60,weha minch,hyland,nech sar,2,2,1,339801.52,665638.36,0.5,0.2
2900000,300,71,weha minch,weha minch,nech sar,2,1,1,339154.75,664557.31,1,0.2
1200000,250,52,chamo,mender1,secha,2,3,1,369169.22,605140.42,0.3,0.2
1500000,300,50,kulfo,mesgid,sikela,2,3,0,349284.52,624683.33,1.5,0.5
1000000,200,48,kulfo,stadium,sikela,2,3,0,349295.52,624694.33,0.2,1.5
2500000,300,45,doysa,asham,secha,2,2,1,369177.22,605149.42,0.4,0.2
1700000,250,65,doysa,giya,secha,2,2,1,369082.22,605062.42,0.5,0.4
1550000,210,56,doysa,giya,secha,1,2,0,369171.22,605142.42,0.5,0.4
1700000,160,32,chamo,mender2,secha,2,1,0,361040.22,601174.42,0.4,0.3
1000000,200,50,nech sar,mesgid1,nech sar,2,3,1,339137.81,665134.37,1.2,0.1
1700000,200,41,doysa,kore,secha,2,1,1,369071.22,605052.42,0.7,0.5
1000000,200,41,chamo,mender3,secha,1,3,1,369147.22,605118.42,0.5,0.2
1700000,200,41,doysa,kore,secha,2,1,1,369161.22,605132.42,0.7,0.5
1200000,250,47,berea edget ber,konso,nech sar,2,3,1,329026.73,615001.42,0.9,0.5
1000000,200,32,berea edget ber,konso,nech sar,1,3,1,329044.73,615019.42,0.9,0.5
950000,179,28,berea edget ber,konso,nech sar,1,3,1,329067.73,615042.42,0.9,0.5
2100000,195,42,menharya,firdebet,sikela,1,2,1,349239.82,625038.29,0.3,1.5
1500000,250,48,doysa,timkete bahir,secha,2,2,1,369088.22,605068.42,0.2,0.3
1600000,150,41,weha minch,tele,nech sar,2,2,1,339171.75,664545.29,0.1,0.2
750000,150,30,berea edget ber,konso,nech sar,2,1,0,329236.73,6140450.42,0.9,0.5
1800000,220.7,36,menharya,firdbet,sikela,1,2,0,349595.22,625013.29,1,0.2
1900000,225,29,menharya,firdebet ,sikela,1,2,1,349913.32,625614.39,1,0.2
2000000,250,48,menharya,firdebet,sikela,2,2,1,349993.82,625692.31,1,0.2
550000,150,34,limat,mender1,abaya,1,3,0,359029.52,634010.33,0.3,0.4
750000,150,34,limat,green area,abaya,1,3,0,359058.52,634031.33,0.3,0.4
2000000,250,70,berea edget ber,hospital,nech sar,2,2,1,329266.73,6140489.42,0.1,0.2
450000,160,45,gurba,mikahel,sikela,1,3,0,349020.82,625001.31,0.4,1.2
500000,200,40,gurba,mikahel,sikela,2,3,0,349096.79,625062.32,0.4,1.2
600000,195.36,40,doysa,gotera,secha,1,3,0,339990.82,665608.29,1,0.5
1000000,250,45,chamo,mender2,secha,1,3,1,369078.22,605059.42,0.4,0.3
1100000,200,45,chamo,mender2,secha,2,3,1,369168.22,605139.42,0.4,0.3
1200000,200,35,dilfana,gebeya,sikela,1,3,0,349977.32,625023.3,1,1
4500000,350,78,gurba,college,sikela,2,1,1,349127.77,625092.33,0.1,0.7
1500000,640,52,dilfana,hibret,sikela,1,3,1,349980.82,625079.28,1,0.4
1400000,370,87,weha minch,wehan fisash,nech sar,3,2,1,339125.32,665124.32,0.5,0.2
2500000,250,62,berea edget ber,hospital,nech sar,2,1,1,329029.73,615004.42,0.1,0.2
2300000,200,62,berea edget ber,hospital,nech sar,2,1,1,329047.73,615022.42,0.1,0.2
2100000,200,32,berea edget ber,hospital,nech sar,2,1,1,329070.73,615045.42,0.1,0.2
650000,250,42,gurba,sheleko,sikela,1,3,0,349061.68,625030.35,0.2,1
700000,250,42,gurba,sheleko,sikela,2,3,0,349107.79,625071.32,0.2,1
600000,250,50,chamo,mender2,secha,1,3,1,361039.22,601176.42,0.4,0.3
